timestamp,sensor_id,location,reading_mv,temperature_c
2026-05-01 10:00:00,pier-cap-2,Pier Cap 2,96.3548,15.96
2026-05-01 11:00:00,beam-1a,Beam 1A,120.8052,17.73
2026-05-01 11:00:00,beam-1b,Beam 1B,119.9886,17.73
2026-05-01 11:00:00,beam-2a,Beam 2A,121.6162,17.73
2026-05-01 11:00:00,beam-2b,Beam 2B,121.7273,17.73
2026-05-01 11:00:00,beam-3a,Beam 3A,118.6868,17.73
2026-05-01 11:00:00,beam-3b,Beam 3B,119.9312,17.73
2026-05-01 11:00:00,pier-cap-1,Pier Cap 1,96.0379,17.73
2026-05-01 11:00:00,pier-cap-2,Pier Cap 2,96.4673,17.73
2026-05-01 12:00:00,beam-1a,Beam 1A,120.1556,19.75
2026-05-01 12:00:00,beam-1b,Beam 1B,119.5741,19.75
2026-05-01 12:00:00,beam-2a,Beam 2A,122.0804,19.75
2026-05-01 12:00:00,beam-2b,Beam 2B,121.7251,19.75
2026-05-01 12:00:00,beam-3a,Beam 3A,119.8782,19.75
2026-05-01 12:00:00,beam-3b,Beam 3B,119.934,19.75
2026-05-01 12:00:00,pier-cap-1,Pier Cap 1,96.3424,19.75
2026-05-01 12:00:00,pier-cap-2,Pier Cap 2,96.358,19.75
2026-05-01 13:00:00,beam-1a,Beam 1A,120.4406,20.72
2026-05-01 13:00:00,beam-1b,Beam 1B,119.8845,20.72
2026-05-01 13:00:00,beam-2a,Beam 2A,122.179,20.72
2026-05-01 13:00:00,beam-2b,Beam 2B,122.1738,20.72
2026-05-01 13:00:00,beam-3a,Beam 3A,119.6825,20.72
2026-05-01 13:00:00,beam-3b,Beam 3B,119.8276,20.72
2026-05-01 13:00:00,pier-cap-1,Pier Cap 1,96.3223,20.72
2026-05-01 13:00:00,pier-cap-2,Pier Cap 2,97.0564,20.72
2026-05-01 14:00:00,beam-1a,Beam 1A,121.2683,21.64
2026-05-01 14:00:00,beam-1b,Beam 1B,120.4384,21.64
2026-05-01 14:00:00,beam-2a,Beam 2A,122.9276,21.64
2026-05-01 14:00:00,beam-2b,Beam 2B,121.636,21.64
2026-05-01 14:00:00,beam-3a,Beam 3A,120.0081,21.64
2026-05-01 14:00:00,beam-3b,Beam 3B,120.6937,21.64
2026-05-01 14:00:00,pier-cap-1,Pier Cap 1,96.7059,21.64
2026-05-01 14:00:00,pier-cap-2,Pier Cap 2,96.5652,21.64
2026-05-01 15:00:00,beam-1a,Beam 1A,120.907,21.43
2026-05-01 15:00:00,beam-1b,Beam 1B,120.9431,21.43
2026-05-01 15:00:00,beam-2a,Beam 2A,122.8121,21.43
2026-05-01 15:00:00,beam-2b,Beam 2B,122.7563,21.43
2026-05-01 15:00:00,beam-3a,Beam 3A,120.7969,21.43
2026-05-01 15:00:00,beam-3b,Beam 3B,120.0166,21.43
2026-05-01 15:00:00,pier-cap-1,Pier Cap 1,96.7458,21.43
2026-05-01 15:00:00,pier-cap-2,Pier Cap 2,96.5011,21.43
2026-05-01 16:00:00,beam-1a,Beam 1A,121.6156,21.42
2026-05-01 16:00:00,beam-1b,Beam 1B,120.7962,21.42
2026-05-01 16:00:00,beam-2a,Beam 2A,122.5991,21.42
2026-05-01 16:00:00,beam-2b,Beam 2B,122.0766,21.42
2026-05-01 16:00:00,beam-3a,Beam 3A,119.8152,21.42
2026-05-01 16:00:00,beam-3b,Beam 3B,120.7176,21.42
2026-05-01 16:00:00,pier-cap-1,Pier Cap 1,96.4486,21.42
2026-05-01 16:00:00,pier-cap-2,Pier Cap 2,96.4816,21.42
2026-05-01 17:00:00,beam-1a,Beam 1A,120.9539,20.91
2026-05-01 17:00:00,beam-1b,Beam 1B,120.7287,20.91
2026-05-01 17:00:00,beam-2a,Beam 2A,122.2768,20.91
2026-05-01 17:00:00,beam-2b,Beam 2B,122.2686,20.91
2026-05-01 17:00:00,beam-3a,Beam 3A,119.5482,20.91
2026-05-01 17:00:00,beam-3b,Beam 3B,120.6146,20.91
2026-05-01 17:00:00,pier-cap-1,Pier Cap 1,96.2524,20.91
2026-05-01 17:00:00,pier-cap-2,Pier Cap 2,97.0795,20.91
2026-05-01 18:00:00,beam-1a,Beam 1A,120.1195,19.43
2026-05-01 18:00:00,beam-1b,Beam 1B,121.0794,19.43
2026-05-01 18:00:00,beam-2a,Beam 2A,121.8785,19.43
2026-05-01 18:00:00,beam-2b,Beam 2B,121.4145,19.43
2026-05-01 18:00:00,beam-3a,Beam 3A,120.0668,19.43
2026-05-01 18:00:00,beam-3b,Beam 3B,119.8605,19.43
2026-05-01 18:00:00,pier-cap-1,Pier Cap 1,96.3322,19.43
2026-05-01 18:00:00,pier-cap-2,Pier Cap 2,96.5466,19.43
2026-05-01 19:00:00,beam-1a,Beam 1A,120.147,18.28
2026-05-01 19:00:00,beam-1b,Beam 1B,119.7466,18.28
2026-05-01 19:00:00,beam-2a,Beam 2A,122.1371,18.28
2026-05-01 19:00:00,beam-2b,Beam 2B,121.5235,18.28
2026-05-01 19:00:00,beam-3a,Beam 3A,119.2538,18.28
2026-05-01 19:00:00,beam-3b,Beam 3B,119.0992,18.28
2026-05-01 19:00:00,pier-cap-1,Pier Cap 1,95.6211,18.28
2026-05-01 19:00:00,pier-cap-2,Pier Cap 2,96.4226,18.28
2026-05-01 20:00:00,beam-1a,Beam 1A,119.244,16.15
2026-05-01 20:00:00,beam-1b,Beam 1B,119.7968,16.15
2026-05-01 20:00:00,beam-2a,Beam 2A,121.5431,16.15
2026-05-01 20:00:00,beam-2b,Beam 2B,121.2175,16.15
2026-05-01 20:00:00,beam-3a,Beam 3A,119.0248,16.15
2026-05-01 20:00:00,beam-3b,Beam 3B,120.0192,16.15
2026-05-01 20:00:00,pier-cap-1,Pier Cap 1,95.3566,16.15
2026-05-01 20:00:00,pier-cap-2,Pier Cap 2,96.0674,16.15
2026-05-01 21:00:00,beam-1a,Beam 1A,119.8199,14.45
2026-05-01 21:00:00,beam-1b,Beam 1B,119.6083,14.45
2026-05-01 21:00:00,beam-2a,Beam 2A,121.1166,14.45
2026-05-01 21:00:00,beam-2b,Beam 2B,120.9864,14.45
2026-05-01 21:00:00,beam-3a,Beam 3A,119.1598,14.45
2026-05-01 21:00:00,beam-3b,Beam 3B,119.0319,14.45
2026-05-01 21:00:00,pier-cap-1,Pier Cap 1,95.3022,14.45
2026-05-01 21:00:00,pier-cap-2,Pier Cap 2,95.4804,14.45
2026-05-01 22:00:00,beam-1a,Beam 1A,119.5084,12.64
2026-05-01 22:00:00,beam-1b,Beam 1B,118.9166,12.64
2026-05-01 22:00:00,beam-2a,Beam 2A,121.6459,12.64
2026-05-01 22:00:00,beam-2b,Beam 2B,120.8189,12.64
2026-05-01 22:00:00,beam-3a,Beam 3A,118.2537,12.64
2026-05-01 22:00:00,beam-3b,Beam 3B,118.4373,12.64
2026-05-01 22:00:00,pier-cap-1,Pier Cap 1,94.5229,12.64
2026-05-01 22:00:00,pier-cap-2,Pier Cap 2,95.3441,12.64
2026-05-01 23:00:00,beam-1a,Beam 1A,119.0633,10.62
2026-05-01 23:00:00,beam-1b,Beam 1B,118.8218,10.62
2026-05-01 23:00:00,beam-2a,Beam 2A,120.5913,10.62
2026-05-01 23:00:00,beam-2b,Beam 2B,120.7999,10.62
2026-05-01 23:00:00,beam-3a,Beam 3A,117.3104,10.62
2026-05-01 23:00:00,beam-3b,Beam 3B,118.5027,10.62
2026-05-01 23:00:00,pier-cap-1,Pier Cap 1,94.9915,10.62
2026-05-01 23:00:00,pier-cap-2,Pier Cap 2,95.0571,10.62
2026-05-02 00:00:00,beam-1a,Beam 1A,119.3373,9.22
2026-05-02 00:00:00,beam-1b,Beam 1B,117.9997,9.22
2026-05-02 00:00:00,beam-2a,Beam 2A,120.8522,9.22
2026-05-02 00:00:00,beam-2b,Beam 2B,120.2372,9.22
2026-05-02 00:00:00,beam-3a,Beam 3A,117.9223,9.22
2026-05-02 00:00:00,beam-3b,Beam 3B,118.1477,9.22
2026-05-02 00:00:00,pier-cap-1,Pier Cap 1,94.2442,9.22
2026-05-02 00:00:00,pier-cap-2,Pier Cap 2,94.6115,9.22
2026-05-02 01:00:00,beam-1a,Beam 1A,119.1101,7.73
2026-05-02 01:00:00,beam-1b,Beam 1B,118.7841,7.73
2026-05-02 01:00:00,beam-2a,Beam 2A,119.8318,7.73
2026-05-02 01:00:00,beam-2b,Beam 2B,120.03,7.73
2026-05-02 01:00:00,beam-3a,Beam 3A,117.4511,7.73
2026-05-02 01:00:00,beam-3b,Beam 3B,118.0767,7.73
2026-05-02 01:00:00,pier-cap-1,Pier Cap 1,94.1674,7.73
2026-05-02 01:00:00,pier-cap-2,Pier Cap 2,94.6576,7.73
2026-05-02 02:00:00,beam-1a,Beam 1A,118.5398,7.22
2026-05-02 02:00:00,beam-1b,Beam 1B,117.9609,7.22
2026-05-02 02:00:00,beam-2a,Beam 2A,120.0417,7.22
2026-05-02 02:00:00,beam-2b,Beam 2B,120.1223,7.22
2026-05-02 02:00:00,beam-3a,Beam 3A,118.0343,7.22
2026-05-02 02:00:00,beam-3b,Beam 3B,117.2898,7.22
2026-05-02 02:00:00,pier-cap-1,Pier Cap 1,94.1689,7.22
2026-05-02 02:00:00,pier-cap-2,Pier Cap 2,94.4085,7.22
2026-05-02 03:00:00,beam-1a,Beam 1A,117.8431,7.17
2026-05-02 03:00:00,beam-1b,Beam 1B,118.9012,7.17
2026-05-02 03:00:00,beam-2a,Beam 2A,119.9114,7.17
2026-05-02 03:00:00,beam-2b,Beam 2B,119.7615,7.17
2026-05-02 03:00:00,beam-3a,Beam 3A,117.1335,7.17
2026-05-02 03:00:00,beam-3b,Beam 3B,117.6234,7.17
2026-05-02 03:00:00,pier-cap-1,Pier Cap 1,94.237,7.17
2026-05-02 03:00:00,pier-cap-2,Pier Cap 2,94.8985,7.17
2026-05-02 04:00:00,beam-1a,Beam 1A,118.8468,7.39
2026-05-02 04:00:00,beam-1b,Beam 1B,118.2193,7.39
2026-05-02 04:00:00,beam-2a,Beam 2A,119.2995,7.39
2026-05-02 04:00:00,beam-2b,Beam 2B,119.5639,7.39
2026-05-02 04:00:00,beam-3a,Beam 3A,117.6155,7.39
2026-05-02 04:00:00,beam-3b,Beam 3B,117.1396,7.39
2026-05-02 04:00:00,pier-cap-1,Pier Cap 1,94.1558,7.39
2026-05-02 04:00:00,pier-cap-2,Pier Cap 2,94.9572,7.39
2026-05-02 05:00:00,beam-1a,Beam 1A,118.9667,8.18
2026-05-02 05:00:00,beam-1b,Beam 1B,118.7322,8.18
2026-05-02 05:00:00,beam-2a,Beam 2A,120.7073,8.18
2026-05-02 05:00:00,beam-2b,Beam 2B,120.1396,8.18
2026-05-02 05:00:00,beam-3a,Beam 3A,118.0194,8.18
2026-05-02 05:00:00,beam-3b,Beam 3B,117.9373,8.18
2026-05-02 05:00:00,pier-cap-1,Pier Cap 1,94.3567,8.18
2026-05-02 05:00:00,pier-cap-2,Pier Cap 2,94.4889,8.18
2026-05-02 06:00:00,beam-1a,Beam 1A,119.0259,8.99
2026-05-02 06:00:00,beam-1b,Beam 1B,118.4989,8.99
2026-05-02 06:00:00,beam-2a,Beam 2A,120.2432,8.99
2026-05-02 06:00:00,beam-2b,Beam 2B,120.3265,8.99
2026-05-02 06:00:00,beam-3a,Beam 3A,117.3971,8.99
2026-05-02 06:00:00,beam-3b,Beam 3B,117.8494,8.99
2026-05-02 06:00:00,pier-cap-1,Pier Cap 1,94.4801,8.99
2026-05-02 06:00:00,pier-cap-2,Pier Cap 2,94.909,8.99
2026-05-02 07:00:00,beam-1a,Beam 1A,119.4987,10.31
2026-05-02 07:00:00,beam-1b,Beam 1B,118.7444,10.31
2026-05-02 07:00:00,beam-2a,Beam 2A,120.8598,10.31
2026-05-02 07:00:00,beam-2b,Beam 2B,120.4207,10.31
2026-05-02 07:00:00,beam-3a,Beam 3A,118.0227,10.31
2026-05-02 07:00:00,beam-3b,Beam 3B,118.2066,10.31
2026-05-02 07:00:00,pier-cap-1,Pier Cap 1,94.5618,10.31
2026-05-02 07:00:00,pier-cap-2,Pier Cap 2,95.7528,10.31
2026-05-02 08:00:00,beam-1a,Beam 1A,119.0761,12.13
2026-05-02 08:00:00,beam-1b,Beam 1B,118.8794,12.13
2026-05-02 08:00:00,beam-2a,Beam 2A,120.6256,12.13
2026-05-02 08:00:00,beam-2b,Beam 2B,119.9446,12.13
2026-05-02 08:00:00,beam-3a,Beam 3A,118.5749,12.13
2026-05-02 08:00:00,beam-3b,Beam 3B,118.4039,12.13
2026-05-02 08:00:00,pier-cap-1,Pier Cap 1,94.7378,12.13
2026-05-02 08:00:00,pier-cap-2,Pier Cap 2,95.1756,12.13
2026-05-02 09:00:00,beam-1a,Beam 1A,120.3972,13.3
2026-05-02 09:00:00,beam-1b,Beam 1B,119.3358,13.3
2026-05-02 09:00:00,beam-2a,Beam 2A,121.0942,13.3
2026-05-02 09:00:00,beam-2b,Beam 2B,120.4236,13.3
2026-05-02 09:00:00,beam-3a,Beam 3A,118.2183,13.3
2026-05-02 09:00:00,beam-3b,Beam 3B,118.5893,13.3
2026-05-02 09:00:00,pier-cap-1,Pier Cap 1,95.4696,13.3
2026-05-02 09:00:00,pier-cap-2,Pier Cap 2,95.7731,13.3
2026-05-02 10:00:00,beam-1a,Beam 1A,119.7017,15.21
2026-05-02 10:00:00,beam-1b,Beam 1B,119.7488,15.21
2026-05-02 10:00:00,beam-2a,Beam 2A,121.195,15.21
2026-05-02 10:00:00,beam-2b,Beam 2B,121.0318,15.21
2026-05-02 10:00:00,beam-3a,Beam 3A,118.8321,15.21
2026-05-02 10:00:00,beam-3b,Beam 3B,118.7357,15.21
2026-05-02 10:00:00,pier-cap-1,Pier Cap 1,94.8,15.21
2026-05-02 10:00:00,pier-cap-2,Pier Cap 2,95.9629,15.21
2026-05-02 11:00:00,beam-1a,Beam 1A,120.6126,16.95
2026-05-02 11:00:00,beam-1b,Beam 1B,119.6759,16.95
2026-05-02 11:00:00,beam-2a,Beam 2A,122.3837,16.95
2026-05-02 11:00:00,beam-2b,Beam 2B,121.8012,16.95
2026-05-02 11:00:00,beam-3a,Beam 3A,118.9898,16.95
2026-05-02 11:00:00,beam-3b,Beam 3B,119.6465,16.95
2026-05-02 11:00:00,pier-cap-1,Pier Cap 1,95.6303,16.95
2026-05-02 11:00:00,pier-cap-2,Pier Cap 2,96.5199,16.95
2026-05-02 12:00:00,beam-1a,Beam 1A,120.0442,18.53
2026-05-02 12:00:00,beam-1b,Beam 1B,120.191,18.53
2026-05-02 12:00:00,beam-2a,Beam 2A,122.3299,18.53
2026-05-02 12:00:00,beam-2b,Beam 2B,121.7968,18.53
2026-05-02 12:00:00,beam-3a,Beam 3A,119.4293,18.53
2026-05-02 12:00:00,beam-3b,Beam 3B,120.1914,18.53
2026-05-02 12:00:00,pier-cap-1,Pier Cap 1,95.7883,18.53
2026-05-02 12:00:00,pier-cap-2,Pier Cap 2,96.5176,18.53
2026-05-02 13:00:00,beam-1a,Beam 1A,120.61,20.2
2026-05-02 13:00:00,beam-1b,Beam 1B,120.3221,20.2
2026-05-02 13:00:00,beam-2a,Beam 2A,122.6864,20.2
2026-05-02 13:00:00,beam-2b,Beam 2B,122.5943,20.2
2026-05-02 13:00:00,beam-3a,Beam 3A,119.9969,20.2
2026-05-02 13:00:00,beam-3b,Beam 3B,119.7927,20.2
2026-05-02 13:00:00,pier-cap-1,Pier Cap 1,96.3053,20.2
2026-05-02 13:00:00,pier-cap-2,Pier Cap 2,96.5503,20.2
2026-05-02 14:00:00,beam-1a,Beam 1A,121.4982,20.37
2026-05-02 14:00:00,beam-1b,Beam 1B,121.3724,20.37
2026-05-02 14:00:00,beam-2a,Beam 2A,123.1183,20.37
2026-05-02 14:00:00,beam-2b,Beam 2B,122.7011,20.37
2026-05-02 14:00:00,beam-3a,Beam 3A,120.04,20.37
2026-05-02 14:00:00,beam-3b,Beam 3B,120.215,20.37
2026-05-02 14:00:00,pier-cap-1,Pier Cap 1,95.77,20.37
2026-05-02 14:00:00,pier-cap-2,Pier Cap 2,96.7263,20.37
2026-05-02 15:00:00,beam-1a,Beam 1A,120.9571,20.82
2026-05-02 15:00:00,beam-1b,Beam 1B,120.617,20.82
2026-05-02 15:00:00,beam-2a,Beam 2A,123.1274,20.82
2026-05-02 15:00:00,beam-2b,Beam 2B,122.7445,20.82
2026-05-02 15:00:00,beam-3a,Beam 3A,120.0127,20.82
2026-05-02 15:00:00,beam-3b,Beam 3B,120.2579,20.82
2026-05-02 15:00:00,pier-cap-1,Pier Cap 1,96.1237,20.82
2026-05-02 15:00:00,pier-cap-2,Pier Cap 2,96.7981,20.82
2026-05-02 16:00:00,beam-1a,Beam 1A,121.4202,21.26
2026-05-02 16:00:00,beam-1b,Beam 1B,121.2671,21.26
2026-05-02 16:00:00,beam-2a,Beam 2A,123.0575,21.26
2026-05-02 16:00:00,beam-2b,Beam 2B,122.8336,21.26
2026-05-02 16:00:00,beam-3a,Beam 3A,119.682,21.26
2026-05-02 16:00:00,beam-3b,Beam 3B,120.1916,21.26
2026-05-02 16:00:00,pier-cap-1,Pier Cap 1,96.3078,21.26
2026-05-02 16:00:00,pier-cap-2,Pier Cap 2,96.811,21.26
2026-05-02 17:00:00,beam-1a,Beam 1A,120.9641,19.9
2026-05-02 17:00:00,beam-1b,Beam 1B,120.4127,19.9
2026-05-02 17:00:00,beam-2a,Beam 2A,121.9104,19.9
2026-05-02 17:00:00,beam-2b,Beam 2B,121.6643,19.9
2026-05-02 17:00:00,beam-3a,Beam 3A,119.4394,19.9
2026-05-02 17:00:00,beam-3b,Beam 3B,119.3958,19.9
2026-05-02 17:00:00,pier-cap-1,Pier Cap 1,96.4553,19.9
2026-05-02 17:00:00,pier-cap-2,Pier Cap 2,96.2386,19.9
2026-05-02 18:00:00,beam-1a,Beam 1A,120.7229,19.22
2026-05-02 18:00:00,beam-1b,Beam 1B,120.4504,19.22
2026-05-02 18:00:00,beam-2a,Beam 2A,122.0658,19.22
2026-05-02 18:00:00,beam-2b,Beam 2B,122.1371,19.22
2026-05-02 18:00:00,beam-3a,Beam 3A,119.6129,19.22
2026-05-02 18:00:00,beam-3b,Beam 3B,119.3463,19.22
2026-05-02 18:00:00,pier-cap-1,Pier Cap 1,96.1327,19.22
2026-05-02 18:00:00,pier-cap-2,Pier Cap 2,96.906,19.22
2026-05-02 19:00:00,beam-1a,Beam 1A,120.8557,17.1
2026-05-02 19:00:00,beam-1b,Beam 1B,119.5159,17.1
2026-05-02 19:00:00,beam-2a,Beam 2A,121.5189,17.1
2026-05-02 19:00:00,beam-2b,Beam 2B,121.2774,17.1
2026-05-02 19:00:00,beam-3a,Beam 3A,119.386,17.1
2026-05-02 19:00:00,beam-3b,Beam 3B,119.1261,17.1
2026-05-02 19:00:00,pier-cap-1,Pier Cap 1,95.3603,17.1
2026-05-02 19:00:00,pier-cap-2,Pier Cap 2,96.5353,17.1
2026-05-02 20:00:00,beam-1a,Beam 1A,120.0441,15.71
2026-05-02 20:00:00,beam-1b,Beam 1B,119.5705,15.71
2026-05-02 20:00:00,beam-2a,Beam 2A,121.9321,15.71
2026-05-02 20:00:00,beam-2b,Beam 2B,120.5814,15.71
2026-05-02 20:00:00,beam-3a,Beam 3A,118.9844,15.71
2026-05-02 20:00:00,beam-3b,Beam 3B,118.3853,15.71
2026-05-02 20:00:00,pier-cap-1,Pier Cap 1,95.3595,15.71
2026-05-02 20:00:00,pier-cap-2,Pier Cap 2,95.6925,15.71
2026-05-02 21:00:00,beam-1a,Beam 1A,119.124,13.6
2026-05-02 21:00:00,beam-1b,Beam 1B,119.4209,13.6
2026-05-02 21:00:00,beam-2a,Beam 2A,121.2874,13.6
2026-05-02 21:00:00,beam-2b,Beam 2B,120.7041,13.6
2026-05-02 21:00:00,beam-3a,Beam 3A,118.7028,13.6
2026-05-02 21:00:00,beam-3b,Beam 3B,119.226,13.6
2026-05-02 21:00:00,pier-cap-1,Pier Cap 1,95.4552,13.6
2026-05-02 21:00:00,pier-cap-2,Pier Cap 2,95.5991,13.6
2026-05-02 22:00:00,beam-1a,Beam 1A,119.184,12.03
2026-05-02 22:00:00,beam-1b,Beam 1B,119.6202,12.03
2026-05-02 22:00:00,beam-2a,Beam 2A,120.3495,12.03
2026-05-02 22:00:00,beam-2b,Beam 2B,121.0356,12.03
2026-05-02 22:00:00,beam-3a,Beam 3A,117.5079,12.03
2026-05-02 22:00:00,beam-3b,Beam 3B,118.5641,12.03
2026-05-02 22:00:00,pier-cap-1,Pier Cap 1,94.594,12.03
2026-05-02 22:00:00,pier-cap-2,Pier Cap 2,95.3867,12.03
2026-05-02 23:00:00,beam-1a,Beam 1A,119.439,10.81
2026-05-02 23:00:00,beam-1b,Beam 1B,118.9238,10.81
2026-05-02 23:00:00,beam-2a,Beam 2A,120.5869,10.81
2026-05-02 23:00:00,beam-2b,Beam 2B,120.4467,10.81
2026-05-02 23:00:00,beam-3a,Beam 3A,117.6571,10.81
2026-05-02 23:00:00,beam-3b,Beam 3B,118.1938,10.81
2026-05-02 23:00:00,pier-cap-1,Pier Cap 1,94.7482,10.81
2026-05-02 23:00:00,pier-cap-2,Pier Cap 2,94.9248,10.81
2026-05-03 00:00:00,beam-1a,Beam 1A,119.0198,8.79
2026-05-03 00:00:00,beam-1b,Beam 1B,118.9656,8.79
2026-05-03 00:00:00,beam-2a,Beam 2A,119.6594,8.79
2026-05-03 00:00:00,beam-2b,Beam 2B,120.6642,8.79
